지점,지점명,일시,평균지면온도(°C)
105,강릉,2022-01-01,0.9
105,강릉,2022-02-01,2.4
105,강릉,2022-03-01,8.8
105,강릉,2022-04-01,14.7
105,강릉,2022-05-01,22.2
105,강릉,2022-06-01,25.0
105,강릉,2022-07-01,27.3
105,강릉,2022-08-01,26.3
105,강릉,2022-09-01,22.5
105,강릉,2022-10-01,14.9
105,강릉,2022-11-01,10.2
105,강릉,2022-12-01,0.8
259,강진군,2022-01-01,1.9
259,강진군,2022-02-01,3.2
259,강진군,2022-03-01,10.1
259,강진군,2022-04-01,16.9
259,강진군,2022-05-01,24.9
259,강진군,2022-06-01,26.6
259,강진군,2022-07-01,27.8
259,강진군,2022-08-01,27.1
259,강진군,2022-09-01,24.4
259,강진군,2022-10-01,16.9
259,강진군,2022-11-01,10.7
259,강진군,2022-12-01,10.7
201,강화,2022-01-01,-1.8
201,강화,2022-02-01,-0.4
201,강화,2022-03-01,6.2
201,강화,2022-04-01,14.9
201,강화,2022-05-01,23.2
201,강화,2022-06-01,25.1
201,강화,2022-07-01,28.4
201,강화,2022-08-01,26.5
201,강화,2022-09-01,22.5
201,강화,2022-10-01,14.5
201,강화,2022-11-01,8.9
201,강화,2022-12-01,-0.3
294,거제,2022-01-01,3.0
294,거제,2022-02-01,5.3
294,거제,2022-03-01,11.5
294,거제,2022-04-01,18.6
294,거제,2022-05-01,26.7
294,거제,2022-06-01,26.5
294,거제,2022-07-01,30.0
294,거제,2022-08-01,29.0
294,거제,2022-09-01,24.2
294,거제,2022-10-01,19.0
294,거제,2022-11-01,12.1
294,거제,2022-12-01,2.4
284,거창,2022-01-01,0.6
284,거창,2022-02-01,2.1
284,거창,2022-03-01,9.4
284,거창,2022-04-01,16.4
284,거창,2022-05-01,24.3
284,거창,2022-06-01,26.3
284,거창,2022-07-01,29.6
284,거창,2022-08-01,27.7
284,거창,2022-09-01,23.3
284,거창,2022-10-01,16.3
284,거창,2022-11-01,9.4
284,거창,2022-12-01,0.1
283,경주시,2022-01-01,0.8
283,경주시,2022-02-01,2.9
283,경주시,2022-03-01,10.3
283,경주시,2022-04-01,17.7
283,경주시,2022-05-01,25.6
283,경주시,2022-06-01,26.9
283,경주시,2022-07-01,29.5
283,경주시,2022-08-01,29.5
283,경주시,2022-09-01,22.4
283,경주시,2022-10-01,16.4
283,경주시,2022-11-01,10.3
283,경주시,2022-12-01,0.3
185,고산,2022-01-01,5.7
185,고산,2022-02-01,5.7
185,고산,2022-03-01,11.9
185,고산,2022-04-01,17.5
185,고산,2022-05-01,23.1
185,고산,2022-06-01,26.2
185,고산,2022-07-01,31.2
185,고산,2022-08-01,31.2
185,고산,2022-09-01,25.4
185,고산,2022-10-01,20.2
185,고산,2022-11-01,16.2
185,고산,2022-12-01,7.0
172,고창,2022-01-01,0.5
172,고창,2022-02-01,1.7
172,고창,2022-03-01,8.8
172,고창,2022-04-01,16.2
172,고창,2022-05-01,22.4
172,고창,2022-06-01,26.0
172,고창,2022-07-01,27.8
172,고창,2022-08-01,27.3
172,고창,2022-09-01,23.8
172,고창,2022-10-01,15.2
172,고창,2022-11-01,9.5
172,고창,2022-12-01,0.5
251,고창군,2022-01-01,1.2
251,고창군,2022-02-01,2.2
251,고창군,2022-03-01,8.9
251,고창군,2022-04-01,15.9
251,고창군,2022-05-01,23.5
251,고창군,2022-06-01,26.7
251,고창군,2022-07-01,29.1
251,고창군,2022-08-01,28.9
251,고창군,2022-09-01,24.7
251,고창군,2022-10-01,16.5
251,고창군,2022-11-01,11.0
251,고창군,2022-12-01,2.3
262,고흥,2022-01-01,2.0
262,고흥,2022-02-01,3.7
262,고흥,2022-03-01,9.6
262,고흥,2022-04-01,16.0
262,고흥,2022-05-01,22.2
262,고흥,2022-06-01,25.3
262,고흥,2022-07-01,29.2
262,고흥,2022-08-01,28.1
262,고흥,2022-09-01,24.5
262,고흥,2022-10-01,17.9
262,고흥,2022-11-01,11.3
262,고흥,2022-12-01,2.2
266,광양시,2022-01-01,3.4
266,광양시,2022-02-01,5.1
266,광양시,2022-03-01,11.5
266,광양시,2022-04-01,19.0
266,광양시,2022-05-01,25.3
266,광양시,2022-06-01,27.4
266,광양시,2022-07-01,29.4
266,광양시,2022-08-01,28.4
266,광양시,2022-09-01,25.1
266,광양시,2022-10-01,19.8
266,광양시,2022-11-01,12.1
266,광양시,2022-12-01,2.2
156,광주,2022-01-01,2.2
156,광주,2022-02-01,3.8
156,광주,2022-03-01,11.5
156,광주,2022-04-01,20.2
156,광주,2022-05-01,26.5
156,광주,2022-06-01,28.6
156,광주,2022-07-01,29.9
156,광주,2022-08-01,30.4
156,광주,2022-09-01,27.4
156,광주,2022-10-01,18.8
156,광주,2022-11-01,11.7
156,광주,2022-12-01,2.1
279,구미,2022-01-01,0.5
279,구미,2022-02-01,2.8
279,구미,2022-03-01,10.4
279,구미,2022-04-01,18.5
279,구미,2022-05-01,26.0
279,구미,2022-06-01,28.3
279,구미,2022-07-01,31.7
279,구미,2022-08-01,28.6
279,구미,2022-09-01,24.7
279,구미,2022-10-01,17.5
279,구미,2022-11-01,10.1
279,구미,2022-12-01,-0.3
140,군산,2022-01-01,1.6
140,군산,2022-02-01,3.6
140,군산,2022-03-01,7.9
140,군산,2022-04-01,15.2
140,군산,2022-05-01,22.3
140,군산,2022-06-01,26.3
140,군산,2022-07-01,28.2
140,군산,2022-08-01,26.6
140,군산,2022-09-01,23.8
140,군산,2022-10-01,15.5
140,군산,2022-11-01,10.3
140,군산,2022-12-01,1.1
238,금산,2022-01-01,-0.4
238,금산,2022-02-01,1.4
238,금산,2022-03-01,8.2
238,금산,2022-04-01,15.0
238,금산,2022-05-01,22.6
238,금산,2022-06-01,26.3
238,금산,2022-07-01,28.8
238,금산,2022-08-01,26.7
238,금산,2022-09-01,23.5
238,금산,2022-10-01,15.9
238,금산,2022-11-01,9.2
238,금산,2022-12-01,1.1
253,김해시,2022-01-01,2.5
253,김해시,2022-02-01,5.3
253,김해시,2022-03-01,11.8
253,김해시,2022-04-01,17.7
253,김해시,2022-05-01,23.8
253,김해시,2022-06-01,25.2
253,김해시,2022-07-01,28.9
