광역,기초,에너지원,생산량(toe),발전량(MWh),보급용량_발전_누적(kW),보급용량_발전_신규(kW)
경북,예천군,재생에너지,58098.73496,244127,0,0
경북,봉화군,재생에너지,50695.40875,218944,0,0
경북,울진군,재생에너지,29606.86677,119284,0,0
경북,울릉군,재생에너지,1801.376993,4963,0,0
경북,기타,재생에너지,4055.67975,2830,0,0
경남,경남,재생에너지,911273.1711,3341092,0,0
경남,진주시,재생에너지,56790.19713,190702,0,0
경남,통영시,재생에너지,15677.98224,54109,0,0
경남,사천시,재생에너지,36020.89453,150288,0,0
경남,김해시,재생에너지,57203.84426,175447,0,0
경남,밀양시,재생에너지,33628.78632,129463,0,0
경남,거제시,재생에너지,20559.95983,48603,0,0
경남,양산시,재생에너지,50189.81906,170706,0,0
경남,창원시,재생에너지,100430.2987,234964,0,0
경남,의령군,재생에너지,36745.83606,141148,0,0
경남,함안군,재생에너지,77907.38471,184091,0,0
경남,창녕군,재생에너지,32409.33587,131575,0,0
경남,고성군,재생에너지,71248.32768,314066,0,0
경남,남해군,재생에너지,25699.99358,106977,0,0
경남,하동군,재생에너지,93698.62996,422445,0,0
경남,산청군,재생에너지,30904.81941,130596,0,0
경남,함양군,재생에너지,24093.28777,100161,0,0
경남,거창군,재생에너지,47733.86203,208947,0,0
경남,합천군,재생에너지,96247.47315,438046,0,0
경남,기타,재생에너지,4082.438728,8756,0,0
제주,제주도,재생에너지,689503.9114,3005989,0,0
제주,제주시,재생에너지,316080.1634,1359176,0,0
제주,서귀포시,재생에너지,372685.5674,1645485,0,0
제주,기타,재생에너지,738.180558,1327,0,0
서울,서울,신에너지,84126.2084,394232,0,0
서울,종로구,신에너지,73.03585209,319,0,0
서울,중구,신에너지,31.95318529,140,0,0
서울,용산구,신에너지,170.4169882,744,0,0
서울,성동구,신에너지,51.73372856,226,0,0
서울,광진구,신에너지,60.86321007,266,0,0
서울,동대문구,신에너지,45.64740755,199,0,0
서울,중랑구,신에너지,16.73738277,73,0,0
서울,성북구,신에너지,73.03585209,319,0,0
서울,강북구,신에너지,0,0,0,0
서울,도봉구,신에너지,29.67081491,130,0,0
서울,노원구,신에너지,11.41185189,50,0,0
서울,은평구,신에너지,74.55743234,326,0,0
서울,서대문구,신에너지,22.06291365,96,0,0
서울,마포구,신에너지,17410.19249,81710,0,0
서울,양천구,신에너지,552.009096,2592,0,0
서울,강서구,신에너지,144.5501239,631,0,0
서울,구로구,신에너지,64.6671607,282,0,0
서울,금천구,신에너지,564.5471183,2640,0,0
서울,영등포구,신에너지,536.039104,2437,0,0
서울,동작구,신에너지,28.91002478,126,0,0
서울,관악구,신에너지,31.19239516,136,0,0
서울,서초구,신에너지,44.88661743,196,0,0
서울,강남구,신에너지,82.1653336,359,0,0
서울,송파구,신에너지,248.1266205,1099,0,0
서울,강동구,신에너지,63241.97999,296884,0,0
서울,기타,신에너지,515.8157054,2252,0,0
부산,부산,신에너지,67554.63671,316852,0,0
부산,중구,신에너지,0,0,0,0
부산,서구,신에너지,15.21580252,66,0,0
부산,동구,신에너지,18.25896302,80,0,0
부산,영도구,신에너지,7.607901259,33,0,0
부산,부산진구,신에너지,71.51427183,312,0,0
부산,동래구,신에너지,39.56108655,173,0,0
부산,남구,신에너지,114.1185189,498,0,0
부산,북구,신에너지,53.25530881,233,0,0
부산,해운대구,신에너지,48282.22939,226635,0,0
부산,사하구,신에너지,1484.808548,6950,0,0
부산,금정구,신에너지,68.47111133,299,0,0
부산,강서구,신에너지,17245.9162,80902,0,0
부산,연제구,신에너지,115.6400991,505,0,0
부산,수영구,신에너지,13.69422227,60,0,0
부산,사상구,신에너지,19.78054327,86,0,0
부산,기장군,신에너지,0,0,0,0
부산,기타,신에너지,4.564740755,20,0,0
대구,대구,신에너지,3563.794344,16450,0,0
대구,중구,신에너지,0,0,0,0
대구,동구,신에너지,470.1039937,2142,0,0
대구,서구,신에너지,76.07901259,332,0,0
대구,남구,신에너지,33.47476554,146,0,0
대구,북구,신에너지,146.0717042,638,0,0
대구,수성구,신에너지,790.4909521,3697,0,0
대구,달서구,신에너지,1871.070607,8724,0,0
대구,달성군,신에너지,164.3306672,718,0,0
대구,군위군,신에너지,0,0,0,0
대구,기타,신에너지,12.17264201,53,0,0
인천,인천,신에너지,296590.9144,1392031,0,0
인천,중구,신에너지,303.0239556,1382,0,0
인천,동구,신에너지,69133.00234,324556,0,0
인천,미추홀구,신에너지,193.240692,844,0,0
인천,연수구,신에너지,247.2567909,1080,0,0
인천,남동구,신에너지,223.672297,977,0,0
인천,부평구,신에너지,15.21580252,66,0,0
인천,계양구,신에너지,63.90637058,279,0,0
인천,서구,신에너지,226334.376,1062511,0,0
인천,강화군,신에너지,55.91807425,244,0,0
인천,옹진군,신에너지,15.21580252,66,0,0
인천,기타,신에너지,6.086321007,27,0,0
광주,광주,신에너지,38544.89601,180593,0,0
광주,동구,신에너지,459.517236,2007,0,0
광주,서구,신에너지,22118.98627,103808,0,0
광주,남구,신에너지,98.90271637,432,0,0
광주,북구,신에너지,632.3605677,2926,0,0
광주,광산구,신에너지,15230.56447,71400,0,0
광주,기타,신에너지,4.564740755,20,0,0
대전,대전,신에너지,18276.57643,83819,0,0
대전,동구,신에너지,161.2875067,704,0,0
대전,중구,신에너지,92.81639536,405,0,0
대전,서구,신에너지,133.8990622,585,0,0
대전,유성구,신에너지,12163.24084,57068,0,0
대전,대덕구,신에너지,5711.63841,24997,0,0
대전,기타,신에너지,13.69422227,60,0,0
울산,울산,신에너지,58119.79473,272742,0,0
울산,중구,신에너지,0,0,0,0
울산,남구,신에너지,9493.162953,44539,0,0
울산,동구,신에너지,30.43160504,133,0,0
울산,북구,신에너지,36129.89274,169621,0,0
울산,울주군,신에너지,12463.26427,58435,0,0
울산,기타,신에너지,3.043160504,13,0,0
세종,세종,신에너지,8207.362441,38527,0,0
경기,경기,신에너지,346649.1742,1626284,0,0
경기,수원시,신에너지,348.4418777,1522,0,0
경기,성남시,신에너지,32608.16363,152978,0,0
경기,의정부시,신에너지,31.95318529,140,0,0
경기,안양시,신에너지,6453.266372,30287,0,0
경기,부천시,신에너지,16063.78214,75357,0,0
경기,광명시,신에너지,4116.305023,19301,0,0
경기,평택시,신에너지,23180.99436,108679,0,0
경기,동두천시,신에너지,0,0,0,0
경기,안산시,신에너지,4527.794667,21182,0,0
경기,고양시,신에너지,7921.488335,37175,0,0
경기,과천시,신에너지,3.043160504,13,0,0
경기,구리시,신에너지,0,0,0,0
경기,남양주시,신에너지,16.73738277,73,0,0
경기,오산시,신에너지,161.2875067,704,0,0
경기,시흥시,신에너지,9359.175545,43821,0,0
경기,군포시,신에너지,76.07901259,332,0,0
경기,의왕시,신에너지,17105.09897,80305,0,0
경기,하남시,신에너지,50.21214831,219,0,0
경기,용인시,신에너지,256.626667,1163,0,0
경기,파주시,신에너지,12111.94277,56850,0,0
경기,이천시,신에너지,17520.28886,82208,0,0
경기,안성시,신에너지,84.44770397,369,0,0
경기,김포시,신에너지,66.94953108,292,0,0
경기,화성시,신에너지,176756.2715,829708,0,0
경기,광주시,신에너지,16887.95351,79250,0,0
경기,양주시,신에너지,69.99269158,306,0,0
경기,포천시,신에너지,772.7357268,3622,0,0
경기,여주시,신에너지,3.803950629,17,0,0
경기,연천군,신에너지,0,0,0,0
경기,가평군,신에너지,0,0,0,0
경기,양평군,신에너지,0,0,0,0
경기,기타,신에너지,94.33797561,412,0,0
강원,강원,신에너지,96154.49606,451355,0,0
강원,춘천시,신에너지,13599.06375,63817,0,0
강원,원주시,신에너지,97.38113612,425,0,0
강원,강릉시,신에너지,18048.01671,84722,0,0
강원,동해시,신에너지,32285.22132,151574,0,0
강원,태백시,신에너지,0,0,0,0
강원,속초시,신에너지,0,0,0,0
강원,삼척시,신에너지,1.521580252,7,0,0
강원,홍천군,신에너지,0,0,0,0
강원,횡성군,신에너지,7.607901259,33,0,0
강원,영월군,신에너지,31988.21355,150179,0,0
강원,평창군,신에너지,121.383801,570,0,0
강원,정선군,신에너지,0,0,0,0
강원,철원군,신에너지,0,0,0,0
강원,화천군,신에너지,0,0,0,0
강원,양구군,신에너지,0,0,0,0
강원,인제군,신에너지,0,0,0,0
강원,고성군,신에너지,0,0,0,0
강원,양양군,신에너지,0,0,0,0
강원,기타,신에너지,6.086321007,27,0,0
충북,충북,신에너지,72425.87703,339929,0,0
충북,충주시,신에너지,60.86321007,266,0,0
충북,제천시,신에너지,7.607901259,33,0,0
충북,청주시,신에너지,35070.54889,164610,0,0
충북,보은군,신에너지,22.82370378,100,0,0
충북,옥천군,신에너지,30.43160504,133,0,0
충북,영동군,신에너지,0,0,0,0
충북,진천군,신에너지,30.43160504,133,0,0
충북,괴산군,신에너지,7.607901259,33,0,0
충북,음성군,신에너지,37195.56221,174622,0,0
충북,단양군,신에너지,0,0,0,0
충북,증평군,신에너지,0,0,0,0
충북,기타,신에너지,0,0,0,0
충남,충남,신에너지,323484.3503,1518473,0,0
충남,천안시,신에너지,8767.704577,41054,0,0
충남,공주시,신에너지,76.07901259,332,0,0
충남,보령시,신에너지,11309.84336,53097,0,0
충남,아산시,신에너지,187.154371,817,0,0
충남,서산시,신에너지,81231.63623,381359,0,0
충남,논산시,신에너지,15.21580252,66,0,0
충남,계룡시,신에너지,1.521580252,7,0,0
충남,당진시,신에너지,9576.147233,44957,0,0
충남,금산군,신에너지,16.73738277,73,0,0
충남,부여군,신에너지,0,0,0,0
충남,서천군,신에너지,0,0,0,0
충남,청양군,신에너지,0,0,0,0
충남,홍성군,신에너지,30.43160504,133,0,0
충남,예산군,신에너지,7.607901259,33,0,0
충남,태안군,신에너지,212258.1849,996517,0,0
충남,기타,신에너지,6.086321007,27,0,0
전북,전북,신에너지,28644.01539,134290,0,0
전북,전주시,신에너지,345.3987172,1508,0,0
전북,군산시,신에너지,152.9718618,695,0,0
전북,익산시,신에너지,26930.30768,126386,0,0
전북,정읍시,신에너지,0,0,0,0
전북,남원시,신에너지,0,0,0,0
전북,김제시,신에너지,0,0,0,0
전북,완주군,신에너지,1201.642908,5642,0,0
전북,진안군,신에너지,0,0,0,0
전북,무주군,신에너지,0,0,0,0
전북,장수군,신에너지,0,0,0,0
전북,임실군,신에너지,0,0,0,0
전북,순창군,신에너지,0,0,0,0
전북,고창군,신에너지,0,0,0,0
전북,부안군,신에너지,6.086321007,27,0,0
전북,기타,신에너지,7.607901259,33,0,0
전남,전남,신에너지,69460.0455,325898,0,0
전남,목포시,신에너지,200.0878031,874,0,0
전남,여수시,신에너지,56235.99855,264004,0,0
전남,순천시,신에너지,12831.47924,60180,0,0
전남,나주시,신에너지,47.16898781,206,0,0
전남,광양시,신에너지,22.82370378,100,0,0
전남,담양군,신에너지,7.607901259,33,0,0
전남,곡성군,신에너지,7.607901259,33,0,0
전남,구례군,신에너지,0,0,0,0
전남,고흥군,신에너지,0,0,0,0
전남,보성군,신에너지,0,0,0,0
전남,화순군,신에너지,29.67081491,130,0,0
전남,장흥군,신에너지,0,0,0,0
전남,강진군,신에너지,15.21580252,66,0,0
전남,해남군,신에너지,0,0,0,0
전남,영암군,신에너지,0,0,0,0
전남,무안군,신에너지,30.43160504,133,0,0
전남,함평군,신에너지,0,0,0,0
전남,영광군,신에너지,31.95318529,140,0,0
전남,장성군,신에너지,0,0,0,0
전남,완도군,신에너지,0,0,0,0
전남,진도군,신에너지,0,0,0,0
전남,신안군,신에너지,0,0,0,0
전남,기타,신에너지,0,0,0,0
경북,경북,신에너지,26060.75781,121926,0,0
경북,포항시,신에너지,6837.758762,32039,0,0
경북,경주시,신에너지,27.38844453,120,0,0
경북,김천시,신에너지,36.51792604,159,0,0
경북,안동시,신에너지,91.29481511,399,0,0
경북,구미시,신에너지,4010.026629,18731,0,0
경북,영주시,신에너지,0,0,0,0
경북,영천시,신에너지,31.95318529,140,0,0
경북,상주시,신에너지,0,0,0,0
경북,문경시,신에너지,14112.44309,66241,0,0
경북,경산시,신에너지,88.2516546,385,0,0
경북,의성군,신에너지,0,0,0,0
경북,청송군,신에너지,0,0,0,0
경북,영양군,신에너지,0,0,0,0
경북,영덕군,신에너지,36.51792604,159,0,0
경북,청도군,신에너지,15.21580252,66,0,0
경북,고령군,신에너지,0,0,0,0
경북,성주군,신에너지,0,0,0,0
경북,칠곡군,신에너지,377.7787041,1760,0,0
경북,예천군,신에너지,0,0,0,0
경북,봉화군,신에너지,0,0,0,0
경북,울진군,신에너지,15.21580252,66,0,0
경북,울릉군,신에너지,0,0,0,0
경북,기타,신에너지,380.3950629,1661,0,0
경남,경남,신에너지,8605.314119,40065,0,0
경남,진주시,신에너지,124.7695806,545,0,0
경남,통영시,신에너지,0,0,0,0
경남,사천시,신에너지,0,0,0,0
경남,김해시,신에너지,182.5896302,797,0,0
경남,밀양시,신에너지,22.82370378,100,0,0
경남,거제시,신에너지,22.82370378,100,0,0
경남,양산시,신에너지,299.7513096,1309,0,0
경남,창원시,신에너지,7343.831335,34383,0,0
경남,의령군,신에너지,27.38844453,120,0,0
경남,함안군,신에너지,7.607901259,33,0,0
경남,창녕군,신에너지,0,0,0,0
경남,고성군,신에너지,0,0,0,0
경남,남해군,신에너지,0,0,0,0
경남,하동군,신에너지,0,0,0,0
경남,산청군,신에너지,7.607901259,33,0,0
경남,함양군,신에너지,0,0,0,0
경남,거창군,신에너지,558.512707,2612,0,0
경남,합천군,신에너지,0,0,0,0
경남,기타,신에너지,7.607901259,33,0,0
제주,제주도,신에너지,91.29481511,399,0,0
제주,제주시,신에너지,91.29481511,399,0,0
제주,서귀포시,신에너지,0,0,0,0
제주,기타,신에너지,0,0,0,0
서울,서울,태양열,456.2102656,0,0,0
서울,종로구,태양열,30.95968,0,0,0
서울,중구,태양열,5.11872,0,0,0
서울,용산구,태양열,8.901376,0,0,0
서울,성동구,태양열,16.507776,0,0,0
서울,광진구,태양열,12.07296,0,0,0
서울,동대문구,태양열,26.9787776,0,0,0
서울,중랑구,태양열,12.14816,0,0,0
서울,성북구,태양열,8.637696,0,0,0
서울,강북구,태양열,5.641664,0,0,0
서울,도봉구,태양열,18.2592,0,0,0
서울,노원구,태양열,17.432256,0,0,0
서울,은평구,태양열,12.816576,0,0,0
서울,서대문구,태양열,17.727808,0,0,0
서울,마포구,태양열,50.61664,0,0,0
서울,양천구,태양열,18.79488,0,0,0
서울,강서구,태양열,31.055104,0,0,0
서울,구로구,태양열,0.706944,0,0,0
서울,금천구,태양열,6.875072,0,0,0
서울,영등포구,태양열,23.64896,0,0,0
서울,동작구,태양열,29.798592,0,0,0
서울,관악구,태양열,18.578752,0,0,0
서울,서초구,태양열,21.143616,0,0,0
서울,강남구,태양열,13.132544,0,0,0
서울,송파구,태양열,10.242048,0,0,0
서울,강동구,태양열,8.666752,0,0,0
서울,기타,태양열,29.747712,0,0,0
부산,부산,태양열,552.133792,0,0,0
부산,중구,태양열,12.405568,0,0,0
부산,서구,태양열,26.28864,0,0,0
부산,동구,태양열,18.51536,0,0,0
부산,영도구,태양열,32.79616,0,0,0
부산,부산진구,태양열,13.326656,0,0,0
부산,동래구,태양열,28.597856,0,0,0
부산,남구,태양열,8.294336,0,0,0
부산,북구,태양열,11.404736,0,0,0
부산,해운대구,태양열,25.445344,0,0,0
부산,사하구,태양열,58.7824,0,0,0
부산,금정구,태양열,37.19088,0,0,0
부산,강서구,태양열,79.950112,0,0,0
부산,연제구,태양열,15.796192,0,0,0
부산,수영구,태양열,13.959456,0,0,0
부산,사상구,태양열,36.501664,0,0,0
부산,기장군,태양열,122.758688,0,0,0
부산,기타,태양열,10.119744,0,0,0
대구,대구,태양열,595.1595072,0,0,0
대구,중구,태양열,12.168192,0,0,0
대구,동구,태양열,67.581952,0,0,0
대구,서구,태양열,21.290016,0,0,0
대구,남구,태양열,31.071424,0,0,0
대구,북구,태양열,47.829056,0,0,0
대구,수성구,태양열,70.636672,0,0,0
대구,달서구,태양열,154.50208,0,0,0
대구,달성군,태양열,99.492768,0,0,0
대구,군위군,태양열,72.365088,0,0,0
대구,기타,태양열,18.2222592,0,0,0
인천,인천,태양열,518.149632,0,0,0
인천,중구,태양열,18.485568,0,0,0
인천,동구,태양열,3.1104,0,0,0
인천,미추홀구,태양열,59.399616,0,0,0
인천,연수구,태양열,41.03504,0,0,0
인천,남동구,태양열,69.072032,0,0,0
인천,부평구,태양열,13.671424,0,0,0
인천,계양구,태양열,34.355648,0,0,0
인천,서구,태양열,55.071488,0,0,0
인천,강화군,태양열,67.225856,0,0,0
인천,옹진군,태양열,133.3568,0,0,0
인천,기타,태양열,23.36576,0,0,0
광주,광주,태양열,498.386272,0,0,0
광주,동구,태양열,52.333152,0,0,0
광주,서구,태양열,59.138688,0,0,0
광주,남구,태양열,60.610176,0,0,0
광주,북구,태양열,125.240576,0,0,0
광주,광산구,태양열,184.253312,0,0,0
광주,기타,태양열,16.810368,0,0,0
대전,대전,태양열,471.257856,0,0,0
대전,동구,태양열,82.256768,0,0,0
대전,중구,태양열,28.389376,0,0,0
대전,서구,태양열,77.658496,0,0,0
대전,유성구,태양열,110.498624,0,0,0
대전,대덕구,태양열,162.907392,0,0,0
대전,기타,태양열,9.5472,0,0,0
울산,울산,태양열,251.4726464,0,0,0
울산,중구,태양열,19.228224,0,0,0
울산,남구,태양열,40.059808,0,0,0
울산,동구,태양열,17.1776,0,0,0
울산,북구,태양열,57.357376,0,0,0
울산,울주군,태양열,116.38144,0,0,0
울산,기타,태양열,1.2681984,0,0,0
세종,세종,태양열,94.530624,0,0,0
경기,경기,태양열,2062.693043,0,0,0
경기,수원시,태양열,78.075392,0,0,0
경기,성남시,태양열,53.773632,0,0,0
경기,의정부시,태양열,10.937664,0,0,0
경기,안양시,태양열,3.508992,0,0,0
경기,부천시,태양열,11.964288,0,0,0
경기,광명시,태양열,13.722432,0,0,0
경기,평택시,태양열,221.406784,0,0,0
경기,동두천시,태양열,0.7296,0,0,0
경기,안산시,태양열,112.125824,0,0,0
경기,고양시,태양열,155.489824,0,0,0
경기,과천시,태양열,13.55456,0,0,0
경기,구리시,태양열,11.264768,0,0,0
경기,남양주시,태양열,55.3093568,0,0,0
경기,오산시,태양열,65.917824,0,0,0
경기,시흥시,태양열,17.792288,0,0,0
경기,군포시,태양열,6.774688,0,0,0
경기,의왕시,태양열,3.807808,0,0,0
경기,하남시,태양열,5.983488,0,0,0
경기,용인시,태양열,114.029056,0,0,0
경기,파주시,태양열,67.149024,0,0,0
경기,이천시,태양열,81.947584,0,0,0
경기,안성시,태양열,152.64864,0,0,0
경기,김포시,태양열,23.349952,0,0,0
경기,화성시,태양열,72.34144,0,0,0
경기,광주시,태양열,83.59568,0,0,0
경기,양주시,태양열,81.630016,0,0,0
경기,포천시,태양열,100.79168,0,0,0
경기,여주시,태양열,73.112,0,0,0
경기,연천군,태양열,35.8592,0,0,0
경기,가평군,태양열,205.239616,0,0,0
경기,양평군,태양열,77.3106304,0,0,0
경기,기타,태양열,51.549312,0,0,0
강원,강원,태양열,2265.556442,0,0,0
강원,춘천시,태양열,134.30624,0,0,0
강원,원주시,태양열,186.284736,0,0,0
강원,강릉시,태양열,466.725152,0,0,0
강원,동해시,태양열,199.250304,0,0,0
강원,태백시,태양열,48.291008,0,0,0
강원,속초시,태양열,115.015872,0,0,0
강원,삼척시,태양열,102.723968,0,0,0
강원,홍천군,태양열,44.800608,0,0,0
강원,횡성군,태양열,120.200864,0,0,0
강원,영월군,태양열,44.882048,0,0,0
강원,평창군,태양열,61.75984,0,0,0
강원,정선군,태양열,107.244832,0,0,0
강원,철원군,태양열,207.311808,0,0,0
강원,화천군,태양열,50.736448,0,0,0
강원,양구군,태양열,132.85088,0,0,0
강원,인제군,태양열,152.066944,0,0,0
강원,고성군,태양열,43.17104,0,0,0
강원,양양군,태양열,25.683456,0,0,0
강원,기타,태양열,22.2503936,0,0,0
충북,충북,태양열,1264.446496,0,0,0
충북,충주시,태양열,82.503744,0,0,0
충북,제천시,태양열,299.608608,0,0,0
충북,청주시,태양열,313.629376,0,0,0
충북,보은군,태양열,6.485888,0,0,0
충북,옥천군,태양열,28.999296,0,0,0
충북,영동군,태양열,48.088032,0,0,0
충북,진천군,태양열,51.226432,0,0,0
충북,괴산군,태양열,42.796032,0,0,0
충북,음성군,태양열,326.995008,0,0,0
충북,단양군,태양열,32.387936,0,0,0
충북,증평군,태양열,14.907648,0,0,0
충북,기타,태양열,16.818496,0,0,0
충남,충남,태양열,2046.135104,0,0,0
충남,천안시,태양열,179.571264,0,0,0
충남,공주시,태양열,129.769728,0,0,0
충남,보령시,태양열,149.426592,0,0,0
충남,아산시,태양열,137.53248,0,0,0
충남,서산시,태양열,130.813312,0,0,0
충남,논산시,태양열,252.806528,0,0,0
충남,계룡시,태양열,18.28672,0,0,0
충남,당진시,태양열,153.433088,0,0,0
충남,금산군,태양열,45.421088,0,0,0
충남,부여군,태양열,142.424544,0,0,0
충남,서천군,태양열,184.562144,0,0,0
충남,청양군,태양열,37.084352,0,0,0
충남,홍성군,태양열,184.281376,0,0,0
충남,예산군,태양열,206.992832,0,0,0
충남,태안군,태양열,52.971616,0,0,0
충남,기타,태양열,40.75744,0,0,0
전북,전북,태양열,1198.274816,0,0,0
전북,전주시,태양열,141.296992,0,0,0
전북,군산시,태양열,80.800448,0,0,0
전북,익산시,태양열,98.359424,0,0,0
전북,정읍시,태양열,65.005376,0,0,0
전북,남원시,태양열,42.027872,0,0,0
전북,김제시,태양열,92.942976,0,0,0
전북,완주군,태양열,166.026112,0,0,0
전북,진안군,태양열,24.557568,0,0,0
전북,무주군,태양열,50.303936,0,0,0
전북,장수군,태양열,12.773344,0,0,0
전북,임실군,태양열,53.666016,0,0,0
전북,순창군,태양열,86.644096,0,0,0
전북,고창군,태양열,80.831488,0,0,0
전북,부안군,태양열,162.0592,0,0,0
전북,기타,태양열,40.979968,0,0,0
전남,전남,태양열,3722.185152,0,0,0
전남,목포시,태양열,98.221184,0,0,0
전남,여수시,태양열,689.621888,0,0,0
전남,순천시,태양열,100.06496,0,0,0
전남,나주시,태양열,304.200512,0,0,0
전남,광양시,태양열,128.418752,0,0,0
전남,담양군,태양열,134.7368,0,0,0
전남,곡성군,태양열,74.236512,0,0,0
전남,구례군,태양열,64.461568,0,0,0
전남,고흥군,태양열,114.490816,0,0,0
전남,보성군,태양열,60.245248,0,0,0
전남,화순군,태양열,105.502752,0,0,0
전남,장흥군,태양열,129.05792,0,0,0
전남,강진군,태양열,47.019872,0,0,0
전남,해남군,태양열,193.407808,0,0,0
전남,영암군,태양열,90.016256,0,0,0
전남,무안군,태양열,64.548736,0,0,0
전남,함평군,태양열,99.173248,0,0,0
전남,영광군,태양열,66.422016,0,0,0
전남,장성군,태양열,146.9904,0,0,0
전남,완도군,태양열,308.186944,0,0,0
전남,진도군,태양열,122.514496,0,0,0
전남,신안군,태양열,529.012032,0,0,0
전남,기타,태양열,51.634432,0,0,0
경북,경북,태양열,4213.453869,0,0,0
경북,포항시,태양열,374.350496,0,0,0
경북,경주시,태양열,298.6784,0,0,0
경북,김천시,태양열,342.953152,0,0,0
경북,안동시,태양열,217.970816,0,0,0
경북,구미시,태양열,151.994048,0,0,0
경북,영주시,태양열,117.53232,0,0,0
경북,영천시,태양열,254.23024,0,0,0
경북,상주시,태양열,265.148736,0,0,0
경북,문경시,태양열,164.31904,0,0,0
경북,경산시,태양열,310.138016,0,0,0
경북,의성군,태양열,93.402368,0,0,0
경북,청송군,태양열,75.766496,0,0,0
경북,영양군,태양열,60.48864,0,0,0
경북,영덕군,태양열,121.739232,0,0,0
경북,청도군,태양열,245.299872,0,0,0
경북,고령군,태양열,114.622016,0,0,0
경북,성주군,태양열,247.08576,0,0,0
경북,칠곡군,태양열,179.956032,0,0,0
경북,예천군,태양열,290.848128,0,0,0
경북,봉화군,태양열,72.926976,0,0,0
경북,울진군,태양열,151.631552,0,0,0
경북,울릉군,태양열,46.935936,0,0,0
경북,기타,태양열,15.4355968,0,0,0
경남,경남,태양열,3940.584378,0,0,0
경남,진주시,태양열,192.937312,0,0,0
경남,통영시,태양열,177.077088,0,0,0
경남,사천시,태양열,278.557824,0,0,0
경남,김해시,태양열,150.475392,0,0,0
경남,밀양시,태양열,249.319456,0,0,0
경남,거제시,태양열,206.061344,0,0,0
경남,양산시,태양열,57.779904,0,0,0
경남,창원시,태양열,437.1890816,0,0,0
경남,의령군,태양열,227.366432,0,0,0
경남,함안군,태양열,161.990656,0,0,0
경남,창녕군,태양열,259.047392,0,0,0
경남,고성군,태양열,216.814528,0,0,0
경남,남해군,태양열,141.750784,0,0,0
경남,하동군,태양열,336.122208,0,0,0
경남,산청군,태양열,227.775008,0,0,0
경남,함양군,태양열,97.6584,0,0,0
경남,거창군,태양열,221.414848,0,0,0
경남,합천군,태양열,254.997888,0,0,0
경남,기타,태양열,46.248832,0,0,0
제주,제주도,태양열,252.647456,0,0,0
제주,제주시,태양열,166.19632,0,0,0
제주,서귀포시,태양열,80.711872,0,0,0
제주,기타,태양열,5.739264,0,0,0
서울,서울,태양광,61635.37355,272765,247791,8432
서울,종로구,태양광,1501.178708,6571,6311,203
서울,중구,태양광,661.4920529,2901,2806,80
서울,용산구,태양광,765.5822413,3352,2719,54
서울,성동구,태양광,2419.547667,10864,8989,350
서울,광진구,태양광,2832.753144,12577,10477,389
서울,동대문구,태양광,2038.653421,8955,8212,333
서울,중랑구,태양광,2589.422338,11546,10113,309
서울,성북구,태양광,2140.639061,9395,9368,225
서울,강북구,태양광,1640.790056,7229,6956,610
서울,도봉구,태양광,1900.488469,8385,7283,253
서울,노원구,태양광,2676.999984,11864,12561,502
서울,은평구,태양광,2879.860324,12653,11645,420
서울,서대문구,태양광,1929.322378,8479,7683,192
서울,마포구,태양광,1537.128411,6756,7996,143
서울,양천구,태양광,1758.853648,7726,6887,163
서울,강서구,태양광,5832.579009,26180,21721,605
서울,구로구,태양광,2539.487084,11167,10363,405
서울,금천구,태양광,1971.919389,8694,7537,332
서울,영등포구,태양광,2123.111442,9329,8414,191
서울,동작구,태양광,1236.336933,5436,5820,200
서울,관악구,태양광,3050.089394,13388,11743,594
서울,서초구,태양광,2129.329178,9400,10041,366
서울,강남구,태양광,2800.471539,12402,11062,298
서울,송파구,태양광,4398.926928,19418,17007,870
서울,강동구,태양광,4744.415956,21388,18028,343
서울,기타,태양광,1535.994798,6707,6049,0
부산,부산,태양광,79954.9362,366024,317737,47609
부산,중구,태양광,369.9131073,1632,1286,187
부산,서구,태양광,944.393061,4132,3374,273
부산,동구,태양광,1075.543277,4782,3978,133
부산,영도구,태양광,1636.408964,7176,6361,624
부산,부산진구,태양광,1450.175241,6374,5414,332
부산,동래구,태양광,1712.419472,7572,7063,810
부산,남구,태양광,2554.617235,11531,11717,2854
부산,북구,태양광,1838.412069,8166,7183,244
부산,해운대구,태양광,1730.716893,7667,6700,418
부산,사하구,태양광,4896.196252,22415,20052,2432
부산,금정구,태양광,4240.476489,19152,15938,1036
부산,강서구,태양광,40708.7008,189158,163047,22312
부산,연제구,태양광,1119.699266,4910,4344,574
부산,수영구,태양광,951.94232,4173,3587,177
부산,사상구,태양광,2231.711795,9959,8322,158
부산,기장군,태양광,12295.62517,56360,48666,15046
부산,기타,태양광,197.9847919,865,705,0
대구,대구,태양광,107835.9387,497336,420080,57422
대구,중구,태양광,445.6896233,1958,1643,322
대구,동구,태양광,7450.794287,33580,29828,4382
대구,서구,태양광,2424.987957,11032,10728,2613
대구,남구,태양광,1529.759583,6724,5086,227
대구,북구,태양광,8230.353285,37314,34789,9047
대구,수성구,태양광,2873.001706,12722,11392,835
대구,달서구,태양광,15365.92106,70756,62766,14407
대구,달성군,태양광,26423.88761,121921,109780,18021
대구,군위군,태양광,42688.73012,199570,152688,7568
대구,기타,태양광,402.8134654,1759,1379,0
